references,GROUP_HawOL,Sample_HawOL,GeographicSetting_HawOL,Locality_HawOL,NumberPoint_HawOL,Fo_HawOL,Mnppm_HawOL,Nippm_HawOL,GROUP_MORBOL,Sample_MORBOL,GeographicSetting_MORBOL,Locality_MORBOL,NumberPoint_MORBOL,Fo_MORBOL,Mnppm_MORBOL,Nippm_MORBOL,volcano_island,Year_Haw,CITATION_Haw,SAMPLE NAME_Haw,LOCATION_Haw,FeOt_100_Haw,MgO_100_Haw,MnO_100_Haw,Ni_Haw,FeOMnO_100_Haw,GeoName_MORB,VG no#_MORB,Ocean_MORB,FeOt_MORB,MgO_MORB,MnO_MORB,Ni_MORB,FeOMnO_MORB
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-38b ,89.24,1115,3693,,,,,,,,,Kilauea,2008, [12150] MARSKE J. P.(2008)  [GeoReM [4073] ],samp. 19.NOV.05,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.01653974,7.304968764,0.182878217,87,60.23975912,Gakkel_EVZ,POL0059-294-050,,8.36567,8.68611,0.15509834,148.67546,53.93784356
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-38a ,89.23,1100,3685,,,,,,,,,Kilauea,2008, [12150] MARSKE J. P.(2008)  [GeoReM [4073] ],samp. 26.DEC.05,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.03785267,7.20534653,0.182928403,86,60.33974216,Gakkel_EVZ,POL0059-297-001,,9.79542,9.17739,0.17781745,178.16561,55.0869445
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-62a ,89.21,1123,3646,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU70-1,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,12.05458911,11.54499669,0.180040918,339,66.9547192,Gakkel_EVZ,POL0059-297-004,,9.88452,9.30819,0.18074563,185.1744,54.68746326
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-47a ,89.19,1107,3615,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU72-2,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,11.945842,10.95120179,0.181674247,297,65.75418474,Gakkel_EVZ,POL0059-297-009,,9.5045,9.16504,0.17572971,173.25304,54.08590272
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-30a-LA ,89.19,1115,3371,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU72-6,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,11.89430289,11.56333341,0.179693592,365,66.19213717,Gakkel_EVZ,POL0059-297-037,,9.56817,9.14846,0.17631296,167.74107,54.26810372
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-30a ,89.15,1115,3387,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU72-7,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,11.96246283,10.74048631,0.179345856,289,66.70052544,Gakkel_EVZ,POL0059-297-044,,10.06732,8.59488,0.17934957,141.22137,56.13238995
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-1a ,89.14,1107,3607,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU73-1A,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,11.9943044,11.13481741,0.179823237,308,66.70052547,Gakkel_EVZ,POL0059-297-065,,10.18562,8.71698,0.18486755,131.49503,55.09685177
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-26a ,89.13,1131,3677,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU73-1B,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,12.04997094,11.61039698,0.179091137,331,67.28401607,Gakkel_EVZ,POL0059-297-081,,9.56148,9.16277,0.17650206,175.56586,54.17205896
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-56a ,89.12,1138,3638,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU73-1C,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,11.82928994,9.5173405,0.182441032,227,64.83897734,Gakkel_EVZ,POL0059-297-sg2,,9.25273,9.04101,0.16968654,190.5906,54.52836742
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-28b ,89.08,1131,3465,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU74-2A,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,11.95430161,12.1769004,0.179909129,388,66.44633141,,,,,,,,
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-12a ,89.06,1138,3615,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU74-3,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,11.83744189,11.08106228,0.178923574,336,66.15920767,,,,,,,,
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-28a ,88.97,1154,3536,,,,,,,,,Kilauea,2010, [14474] VINET N. (2010),samp. NV-MU74-5A,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE,11.875456,11.42944075,0.178807251,342,66.41484578,,315,Pacific,8.59331,7.61741,0.16223243,109.7101,52.96912584
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-20a ,88.95,1162,3670,,,,,,,,,Kilauea,2012, [16253] JENNER F. E. (2012),samp. HAW 1,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.37473071,6.52731646,0.168065512,63.96728979,67.68033831,,4622,Pacific,12.91799,5.71,0.23453817,46.58651,55.07841218
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-52a ,88.94,1131,3567,,,,,,,,,Kilauea,2012, [16253] JENNER F. E. (2012),samp. HAW 4,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.13161982,6.518558079,0.174612405,68.51575746,63.75045244,,3098,Indian,11.37343,7.29,0.21377011,130.7013,53.20402371
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-13a ,88.94,1131,3567,,,,,,,,,Kilauea,2012, [16253] JENNER F. E. (2012),samp. HAW 8,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.300358,6.513735386,0.169404601,64.87386618,66.70632281,,VG 10323,,9.4,7.4,0.174,92,54.02298851
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-22a ,88.9,1131,3575,,,,,,,,,Kilauea,2012, [16253] JENNER F. E. (2012),samp. HAW 5,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.25797434,6.521364289,0.177363152,70.3705799,63.47414451,,VG 10324,,9.4,7.4,0.173,94,54.33526012
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-22c ,88.89,1146,3536,,,,,,,,,Kilauea,2012, [16253] JENNER F. E. (2012),samp. HAW 9,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,10.91914849,6.611653974,0.16278973,65.50940782,67.07516801,,POL0059-212-006,,8.36065,6.69558,0.15932476,88.58805,52.47552232
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-22b ,88.69,1154,3575,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 16-AUG-83,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.22556026,7.854982085,0.192078069,133,58.44269634,,POL0059-218-074,,6.97572,6.95974,0.13427457,89.9062,51.95116246
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-55a-LA ,87.97,1231,3544,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 6-SEPT-83,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.08215827,7.122641308,0.181854672,103,60.93964014,,POL0059-226-031,,9.1884,7.56244,0.17187875,116.01505,53.45861545
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-31a-LA ,87.95,1231,3481,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 15-SEPT-83,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.1097713,7.251156463,0.183058648,105,60.6896829,,POL0059-231-001,,10.21164,7.20506,0.18447008,95.64791,55.35661935
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-31a ,87.89,1262,3379,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 7-OCT-83,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.2812147,8.655887717,0.19303036,166,58.44269627,,POL0059-260,,12.14459,5.62388,0.22290459,41.06854,54.48335541
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-55a ,87.85,1247,3520,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 30-NOV-83,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.0450365,7.423591394,0.183047459,109,60.33974227,,VG 10556,,8.99,8.26,0.174,92,51.66666667
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-31b ,87.81,1255,3355,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 1-DEC-83,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.04306383,7.594156456,0.182259755,110,60.58969974,,VG 10557,,9.04,8.42,0.175,96,51.65714286
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-37a-LA ,87.71,1239,3528,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 24-JAN-84,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,10.98637117,7.408369281,0.181924484,106,60.38973385,,VG 10558,,8.89,8.18,0.172,88,51.68604651
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-37a ,87.7,1239,3434,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 26-JUL-85,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.22077372,7.878227177,0.182038625,111,61.63952139,,VG 10561,,9.23,8.21,0.179,65,51.56424581
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-14a ,87.59,1278,3308,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 21-OCT-85,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.24670922,7.914009668,0.192284122,109,58.49005681,,VG 8738,,9.81,8.13,0.191,85,51.36125654
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-8a ,87.53,1317,2782,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 2-JUN-86,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.22803985,7.765498274,0.193374138,106,58.06381332,,VG 8731,,10.26,7.81,0.197,104,52.08121827
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-42a-LA ,87.52,1293,3065,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 26-JUN-86,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.27388434,7.817726177,0.192904932,101,58.44269622,,VG 8732,,10.22,7.85,0.196,105,52.14285714
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-42a ,87.44,1301,3033,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 18-OCT-87,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.31322353,8.627118333,0.201803938,125,56.06046959,,VG 8733,,10.25,7.83,0.196,104,52.29591837
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-57a ,87.42,1278,3685,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 28-OCT-89,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.33307502,8.831286424,0.171972359,145,65.9005615,,VG 8734,,10.74,8.44,0.203,152,52.90640394
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-59a ,87.03,1371,3473,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 13-JUL-97,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.44828628,8.021356446,0.192918699,142,59.34254346,,VG 8739,,10.92,7.43,0.209,84,52.24880383
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-36a ,86.88,1262,2695,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 18-OCT-97,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.50712659,9.122556787,0.193447075,84,59.48462436,,GIL7904-015-022,E. Pacific,8.83221,9.69243,0.16004,137,55.18751562
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-45a ,86.66,1317,3583,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 4-FEB-10,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.08188927,7.093695799,0.182149108,89,60.83965709,,GIL7904-014-794,E. Pacific,10.0302,8.54032,0.170524,48.9,58.81987286
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-25a ,85.76,1479,2931,,,,,,,,,Kilauea,2017, [20849] LYNN K. J. (2017),samp. 6-MAR-10,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.10830916,7.259188147,0.192095508,88,57.82701155,,GIL1979-007-002,E. Pacific,8.63,8.74,0.167,114.1,51.67664671
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-19a ,85.75,1479,2915,,,,,,,,,Kilauea,2017, [20998] GREANEY A. T.(2017)  [GeoReM [10259] ],samp. 75-1-121.5,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,10.59919566,7.809378861,0.16081089,162.6187914,65.91093215,,GIL1979-008-001,E. Pacific,9.27669,8.72475,0.173293,99,53.53182183
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-25b ,85.73,1495,2923,,,,,,,,,Kilauea,2017, [20998] GREANEY A. T.(2017)  [GeoReM [10259] ],samp. 79-3-150.4,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,10.57936062,13.55557493,0.160539748,419.8408079,65.89869955,,CYA1978-004-007,E. Pacific,10.2537,8.05695,0.187018,81.1,54.82734282
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-17a ,85.73,1479,2947,,,,,,,,,Kilauea,2017, [20998] GREANEY A. T.(2017)  [GeoReM [10259] ],samp. 81-1-119.2,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,10.62990976,6.772592852,0.170822075,136.5763337,62.22796298,,GIL1979-003-001,E. Pacific,10.5706,7.90783,0.196942,56.9,53.67367042
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-9a ,85.56,1541,2122,,,,,,,,,Kilauea,2017, [20998] GREANEY A. T.(2017)  [GeoReM [10259] ],samp. 75-1-134.4/133.4,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,10.79210567,10.95006811,0.160734945,373.8050106,67.14224881,,CYA1978-010-018,E. Pacific,9.44135,7.99892,0.191651,68,49.26324413
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-27a-LA ,85.16,1487,2310,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. K-61-30,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,11.19515456,7.756722967,0.192650636,148,58.11117364,,ALV0918-R001,E. Pacific,9.1853,8.50267,0.174671,103.2,52.5862908
,WPM-THICK,SR-104-5.5(n),Hawaii,"Mauna Loa, HSDP-2",SR104-27a ,84.75,1533,2318,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. H-304,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,10.97828212,7.340348187,0.182243127,114,60.23975938,,ALV0981-R023,E. Pacific,8.25959,8.98838,0.161953,122.8,50.99991973
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-53 ,90.03,1022,3827,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. DPH-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,10.87525712,7.492711851,0.182501777,91,59.58986975,EPR (Gale et al. 2013),NHOCHEP-001-001,E. Pacific,10.6471,7.69293,0.191567,69.6,55.57898803
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-62 ,90.02,1022,3858,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. H-441,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,11.01799498,7.458352368,0.182902374,110,60.23975927,EPR (Gale et al. 2013),NHOCHEP-004-001,E. Pacific,10.3728,7.02833,0.139768,62.5,74.21441245
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-55 ,89.83,1046,3740,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. M-40,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,11.14112218,7.707859766,0.192190729,109,57.96909267,EPR (Gale et al. 2013),NHOCHEP-005-004,E. Pacific,11.064,6.61021,0.201531,44.2,54.89974247
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-72 ,89.83,1046,3827,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. ALOI65-5,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,11.03288401,7.761823559,0.182392721,108,60.48971664,EPR (Gale et al. 2013),NHOCHEP-005-005,E. Pacific,8.52746,8.70046,0.158922,131,53.65814676
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-85 ,89.82,1053,3732,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. HI68-2,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,11.78830549,14.44292572,0.193250415,396,61.00015614,EPR (Gale et al. 2013),NHOCHEP-007-001,E. Pacific,10.5,6.76,0.19,56.4,55.26315789
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-65 ,89.8,1053,3772,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. N68-14,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,11.16545058,6.767167791,0.182622219,85,61.13960635,EPR (Gale et al. 2013),NHOCHEP-007-002,E. Pacific,11.55,6.66,0.2,40.5,57.75
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-93 ,89.8,1053,3740,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. N68-11,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,11.13177627,8.176414266,0.192029507,146,57.96909258,EPR (Gale et al. 2013),NHOCHEP-011-001,E. Pacific,10.2377,7.51297,0.186322,75,54.9462758
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-63 ,89.79,1038,3732,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. N68-11,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,11.13998277,8.087500569,0.182653714,127,60.98963183,EPR (Gale et al. 2013),NHOCHEP-011-004,E. Pacific,11.6079,6.80808,0.259068,40.8,44.80638288
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-73 ,89.77,1053,3772,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. A169-6,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,11.04133089,7.424855374,0.182080922,108,60.63969124,EPR (Gale et al. 2013),NHOCHEP-012-002,E. Pacific,,7.38,0.19,60,
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-82 ,89.76,1038,3732,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. A169-11,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,11.35720975,9.732919179,0.19323455,212,58.77421895,EPR (Gale et al. 2013),NHOCHEP-012-003,E. Pacific,10.4531,7.31516,0.18969,63,55.10622595
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-24 ,89.76,1038,3748,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. DAS69-3-2,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / PUNA BASALT,11.24191534,9.562525573,0.192670187,197,58.34797544,EPR (Gale et al. 2013),NHOCHEP-013-001,E. Pacific,10.371,7.09071,0.189019,66,54.86750009
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-89 ,89.76,1046,3787,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. DAS70-1213-41,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / PUNA BASALT,11.39057372,9.595187471,0.192715182,155,59.10574145,EPR (Gale et al. 2013),NHOCHEP-014-005,E. Pacific,10.32,7.39,0.191,66,54.03141361
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-75 ,89.75,1053,3717,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. DAS71-1213-134,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / PUNA BASALT,11.12689964,8.074485281,0.192732689,124,57.73229076,EPR (Gale et al. 2013),NHOCHEP-014-008,E. Pacific,10.18,7.8,0.185,86,55.02702703
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-32 ,89.73,1046,3732,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. MU472-32,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,11.29210149,9.845448946,0.191663453,225,58.91629997,EPR (Gale et al. 2013),NHOCHEP-018-004,E. Pacific,10.61,7.23,0.2,64.3,53.05
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-69 ,89.73,1046,3693,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. MU473-108,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,11.41167339,10.41209781,0.193382071,205,59.01102068,EPR (Gale et al. 2013),NHOCHEP-017-003,E. Pacific,9.72,8.1,0.179,93,54.30167598
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-98 ,89.72,1061,3677,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. MU474-163,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,11.41005469,11.86029745,0.192274447,312,59.34254327,EPR (Gale et al. 2013),NHOCHEP-015-001,E. Pacific,9.86049,7.93649,0.183381,78,53.77051058
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-1 ,89.71,1061,3756,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. S1971SW-2,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE,11.16640372,7.829387936,0.182787267,110,61.08961474,EPR (Gale et al. 2013),NHOCHEP-015-002,E. Pacific,9.51,8.22,0.173,101,54.97109827
,WPM-THICK,SR-113-6.5,Hawaii,"Mauna Loa, HSDP-2",SR113-44 ,89.71,1046,3748,,,,,,,,,Kilauea,2018, [22613] PIETRUSZKA A. J.(2018)  [GeoReM [11123] ],samp. 5-MAY-73,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,11.55150132,12.50177008,0.193116774,343,59.81614689,EPR (Gale et al. 2013),NHOCHEP-016-002,E. Pacific,9.54753,8.27519,0.180331,94,52.94447433
